YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,PRECTOTCORR,RH2M,QV2M,PS,WS2M,WS10M,WD2M,WD10M
2023,4,9,16,1.03,1.35,2.2,116.65,152.6,14.73,0.22,1.1,3.5,-7.08,-1.79,0,45.31,3.54,62.61,4.77,9.080429288,219.75,219.78
2023,4,5,17,0.5,0.69,1.11,57.02,79.9,6.87,0.04,0.2,-0.06,-4.41,-2.24,0.2,73,4.46,62.19,4.64,8.832954276,218.03,218.17
2023,3,9,11,2.22,2.8,4.08,252.5,313.17,31.97,1,5.23,3.46,-11.17,-3.86,0,32.94,2.56,62.54,4.82,9.175611985,217.63,217.47
2023,3,23,13,1.82,3.28,4.2,234.4,388.3,33.45,1.06,5.38,3.09,-4.65,-0.77,0.05,59.38,4.58,61.94,4.79,9.118502366,240.85,240.59
2023,5,20,10,2.68,3.45,4.36,331.67,415.33,47.29,1.6,8.3,8.76,-4.86,1.94,0,38.38,4.33,62.36,4.81,9.156575445,225.4,225.26
2023,4,21,18,0.05,0.06,0.22,4.52,6.7,0.61,0,0,-0.06,-2.83,-1.45,0.1,83.44,5.07,62.19,4.43,8.433186949,219.28,219.58
2023,5,31,16,1.28,1.78,2.5,157.67,218.98,21.06,0.46,2.3,10.49,0.59,5.54,0,51,6.47,62.66,4.76,9.061392748,223.74,223.83
2023,4,7,15,2.03,2.38,3.12,238.4,276.83,32.09,0.73,3.7,4.68,-5.67,-0.49,0,46.75,3.97,62.58,4.77,9.080429288,223.94,223.88
2023,5,18,11,2.32,3.55,4.67,306.83,429.27,41.74,1.52,7.88,10.69,0.2,5.45,0.01,49.94,6.41,62.61,4.71,8.966210051,232.75,232.78
2023,3,30,11,2.97,3.38,4.39,352.2,394.38,47.58,1.48,7.58,5.08,-8.67,-1.8,0,35.94,3.17,62.25,4.76,9.061392748,241.04,240.64
2023,4,25,11,2.39,3.61,4.61,296.55,426.27,41.87,1.41,7.17,4.63,-6.97,-1.17,0,43.38,3.66,62.5,4.8,9.137538906,216.8,216.66
2023,4,28,11,2.57,3.61,4.62,315.2,422.98,43.2,1.41,7.05,7.65,-5.34,1.15,0,39.81,4.15,62.44,4.78,9.099465827,231.24,231.14
2023,5,2,14,1.22,2.74,3.97,161.98,320.45,23.17,0.71,3.6,3.85,-2.96,0.44,0,62,5,62.32,4.77,9.080429288,218.95,218.85
2023,3,18,15,0.47,1.37,2.95,55.35,144.25,6.41,0.12,0.58,0.8,-4.74,-1.97,0.28,68.06,4.39,62.13,4.71,8.966210051,217.38,217.48
2023,3,2,13,1.9,2.91,3.92,232.05,340.35,31.12,0.96,5.12,3.26,-8.63,-2.68,0,43.12,3.3,62.55,4.7,8.947173512,232.08,231.89
2023,3,26,17,0.46,0.58,1.03,50.8,65.8,5.9,0.03,0.12,-0.63,-5.83,-3.23,0,68.75,4.03,62.19,4.54,8.642588882,223.26,223.34
2023,4,2,11,2.33,3.47,4.42,291.8,414.55,41.97,1.28,6.48,1.86,-6.45,-2.3,0.01,54.69,3.85,61.82,4.71,8.966210051,230.66,230.32
2023,4,14,11,3.06,3.63,4.54,380.58,435.98,54.17,1.77,8.77,9.47,-8.27,0.6,0,28.38,3.36,62.75,4.73,9.00428313,229.62,229.51
2023,5,6,17,0.47,0.86,1.35,54.73,96.9,7.16,0.07,0.33,4.73,0.12,2.42,0,73.06,6.29,62.15,4.59,8.737771579,223.9,224.03
2023,3,15,15,1.06,1.67,2.92,124.58,183.58,15.05,0.29,1.42,0.8,-5.89,-2.55,0.1,61.81,4.03,62.06,4.7,8.947173512,227.56,227.63
2023,4,24,11,0.91,3.41,4.61,129.73,399.4,17.87,0.59,2.92,5.27,-6.1,-0.41,0.03,44.69,3.97,62.49,4.72,8.985246591,202.19,202.52
2023,4,24,17,0.32,0.57,1.26,35.8,63.35,4.5,0.03,0.15,0.48,-2.79,-1.16,0.18,80.5,5.07,62.37,4.55,8.661625421,218.52,218.65
2023,4,22,17,0.49,0.67,1.25,54.95,74.35,6.83,0.05,0.23,0.19,-4.73,-2.27,0.09,70.88,4.39,62.12,4.61,8.775844657,222.73,222.79
2023,4,23,15,1.42,2.18,3.21,168.98,249.73,22.48,0.54,2.73,2.73,-4.63,-0.95,0.15,60.19,4.46,62.21,4.72,8.985246591,227.75,227.75
2023,5,16,11,2.16,3.72,4.67,279.52,446.62,40.19,1.47,7.6,8.99,-2.17,3.41,0,47.44,5.43,62.35,4.68,8.909100433,238.09,237.74
2023,4,11,15,1.81,2.22,3.15,207.25,250.7,26.96,0.61,3.02,6.83,-7.28,-0.23,0,35.5,3.48,62.49,4.69,8.928136973,229.6,229.42
2023,5,15,17,0.41,0.72,1.42,48.17,82.8,5.97,0.05,0.25,4.16,0.52,2.34,0.35,79.44,6.59,62.12,4.57,8.6996985,224.1,224.19
2023,5,17,17,0.35,0.67,1.43,43.88,78.12,5.7,0.05,0.27,5.05,1.66,3.35,0.51,81.31,7.14,62.5,4.54,8.642588882,224.09,224.14
2023,3,15,12,2.1,2.95,4.29,247.48,333.1,31.2,0.89,4.48,2.3,-7.45,-2.58,0.07,48.94,3.54,62.19,4.77,9.080429288,224.27,224.3
2023,4,25,15,1.39,2.35,3.22,173.62,274.05,23.84,0.58,2.9,3.35,-4.04,-0.35,0.07,59.25,4.58,62.32,4.72,8.985246591,224.6,224.51
2023,5,3,8,1.43,1.88,2.94,169.48,214.88,22.39,0.48,2.42,2.46,-0.84,0.81,0,80.62,5.86,62.47,4.6,8.756808118,217.96,217.96
2023,5,26,17,0.44,0.72,1.5,50.65,82.3,6.66,0.07,0.35,4.42,0.52,2.47,0.22,77.94,6.53,62.37,4.6,8.756808118,214.42,214.41
2023,5,31,10,3.18,3.58,4.36,391.83,432.75,55.99,2.14,11.35,12.23,-7.93,2.15,0,24,3.42,62.8,4.72,8.985246591,220.97,221.06
2023,3,17,15,0.92,1.43,2.94,105.77,151.42,12.27,0.23,1.12,1.02,-5.2,-2.09,0.23,64.38,4.27,62.22,4.68,8.909100433,220.26,220.29
2023,3,23,11,2.65,3.48,4.29,332.08,419.73,48.46,1.56,7.88,3.43,-6.3,-1.44,0,51.19,4.03,61.98,4.64,8.832954276,240.11,239.77
2023,3,31,13,0.73,2.99,4.29,99.48,343.38,13.34,0.41,2.02,1.5,-4.74,-1.62,0.62,63.62,4.33,62.24,4.72,8.985246591,215.85,215.92
2023,3,18,11,2.15,2.82,4.22,251.2,319.23,31.34,0.88,4.4,2.55,-5.85,-1.65,0.02,55.19,4.03,62.34,4.72,8.985246591,218.69,218.7
2023,4,21,10,2.21,3.38,4.25,283.15,403.92,40.36,1.34,6.6,5.83,-9.51,-1.84,0,31.62,2.93,62.36,4.74,9.02331967,231.69,231.84
2023,3,10,13,2.68,3.15,4.04,318.35,367.75,43.58,1.38,7.27,3.95,-7.54,-1.8,0,43.56,3.54,62.43,4.7,8.947173512,212.37,212.52
2023,4,29,11,2.23,3.53,4.63,278.65,418.23,38.22,1.25,6.23,5.04,-2.49,1.27,0.03,59.5,5.19,62.51,4.7,8.947173512,218.45,218.47
2023,5,1,12,1.04,3.54,4.69,150.52,428.95,22.27,0.74,3.75,2.62,-3.54,-0.46,0,64.69,4.76,62.35,4.7,8.947173512,217.98,218.08
2023,5,20,17,0.45,0.66,1.46,52.23,74.77,6.43,0.06,0.3,4.58,-0.9,1.84,0,68.5,5.8,62.36,4.58,8.718735039,221.89,221.85
2023,4,9,10,2.99,3.3,4.13,358.5,388.83,50.15,1.54,7.9,5.27,-10.24,-2.49,0,30.69,2.69,62.83,4.67,8.890063894,224.25,224.29
2023,3,10,12,2.93,3.38,4.22,352.38,396.35,49.09,1.66,8.62,4.43,-8.4,-1.99,0,39.38,3.3,62.48,4.67,8.890063894,211.54,211.74
2023,4,8,15,1.6,2.34,3.13,190.3,271.08,25.91,0.61,3.1,4.79,-6.49,-0.85,0,43.25,3.72,62.71,4.65,8.851990815,219.28,219.21
2023,3,29,10,2.86,3.3,3.99,336.77,381.88,46.92,1.35,6.83,3.39,-10.72,-3.67,0,35,2.75,62.34,4.61,8.775844657,237.74,237.55
2023,4,4,9,2.22,2.6,3.44,268.08,311.35,36.88,0.92,4.62,2.32,-7.14,-2.42,0,50.88,3.66,62.24,4.58,8.718735039,240.95,240.92
2023,4,26,16,1.06,1.51,2.31,124.65,171.98,16.26,0.27,1.3,3.16,-2.42,0.37,0.08,67.88,5.19,62.28,4.59,8.737771579,223.62,223.74
2023,5,3,17,0.33,0.62,1.33,41.73,70.65,5.48,0.05,0.23,2.68,-0.85,0.91,0,79.25,5.86,62.41,4.56,8.680661961,211.4,211.4
2023,3,19,11,0.98,2.69,4.24,128.75,303.75,16.67,0.45,2.27,1.4,-4.28,-1.44,0.04,67.69,4.58,62.17,4.67,8.890063894,211.38,211.37
2023,5,5,16,1.01,1.67,2.36,122.85,200.2,16.75,0.31,1.52,5.55,-1.14,2.2,0,63.75,5.8,62.15,4.6,8.756808118,231.48,231.64
2023,5,30,10,3.35,3.57,4.36,415.17,433.55,58.92,2.15,11.52,12.47,-4.32,4.08,0,31.06,4.46,62.86,4.64,8.832954276,216.45,216.53
2023,3,16,16,0.34,1.03,2,41.9,114.02,4.98,0.06,0.33,0.09,-5.52,-2.71,0.04,66.38,4.09,62.27,4.54,8.642588882,219.28,219.34
2023,5,1,13,1.19,3.32,4.46,168.12,400.73,24.54,0.78,3.9,2.15,-3.46,-0.66,0,67.25,4.82,62.31,4.64,8.832954276,216.93,216.96
2023,5,24,10,2.36,3.11,4.36,294.65,376.52,39.41,1.36,7,10.53,0.15,5.34,0,50.69,6.41,62.59,4.6,8.756808118,221.21,221.32
2023,3,5,15,1.03,1.98,2.8,123.02,231.9,16.68,0.39,1.98,2.4,-5.9,-1.75,0,55,3.97,62.51,4.6,8.756808118,231.42,231.4
2023,3,14,10,2.19,2.61,3.75,257.92,302.15,33.38,0.93,4.83,2.87,-7.67,-2.41,0,46,3.48,62.38,4.64,8.832954276,225.68,225.72
2023,5,23,15,0.86,2.07,3.33,114.95,245.3,14.9,0.38,2,9.29,1.87,5.58,1.03,61.56,7.2,62.5,4.59,8.737771579,222.65,222.69
2023,3,23,14,1.42,2.83,3.73,183.65,335.02,26.12,0.74,3.85,2.49,-4.36,-0.94,0.08,63.25,4.64,61.91,4.59,8.737771579,242,241.73
2023,4,18,10,3.06,3.41,4.22,370.65,404.73,52.3,1.7,8.58,9.17,-5.05,2.06,0,37.81,4.33,62.83,4.58,8.718735039,232.41,232.35
2023,5,7,17,0.5,0.82,1.36,59.83,96.17,7.49,0.08,0.38,3.83,-1.01,1.41,0,72.06,5.8,62.21,4.52,8.604515803,221.49,221.58
2023,4,8,11,2.98,3.78,4.49,362.05,442.83,52.99,1.84,9.33,6.62,-10.56,-1.97,0,27.88,2.69,62.82,4.61,8.775844657,224.25,224.17
2023,4,13,11,3.29,3.6,4.53,397.5,423.42,56.05,1.84,9.6,8.83,-8.71,0.06,0,28.56,3.23,62.63,4.59,8.737771579,232.6,232.54
2023,4,15,10,2.87,3.29,4.19,347.27,390.55,48.8,1.4,7.08,8.91,-9.06,-0.07,0,26.5,2.99,62.89,4.61,8.775844657,213.66,213.71
2023,3,24,11,2.29,3.5,4.31,289.8,419.23,42.72,1.41,7.1,3.02,-4.38,-0.68,0.01,60.12,4.58,62.23,4.59,8.737771579,233.44,233.33
2023,4,16,10,2.62,3.36,4.2,321.45,401.23,46.7,1.54,7.73,8.44,-11.18,-1.38,0,23.06,2.5,62.7,4.6,8.756808118,223.28,223.23
2023,5,1,11,1.07,3.51,4.64,153.05,424.33,22.57,0.75,3.75,2.68,-3.76,-0.54,0,63.38,4.7,62.39,4.62,8.794881197,219.99,220.12
2023,5,2,10,0.71,3.1,4.31,102.48,365.62,14.78,0.46,2.27,4.71,-4.26,0.23,0,52.69,4.52,62.36,4.61,8.775844657,210.21,210.21
2023,3,2,12,2.32,3.09,4.09,276.62,359.77,37.49,1.2,6.2,3.58,-9.98,-3.2,0,37.5,2.93,62.59,4.53,8.623552342,231.65,231.29
2023,3,8,15,0.44,1.41,2.83,53.12,147.25,6.48,0.15,0.77,1.51,-9.45,-3.97,0.03,43.25,2.93,62.54,4.58,8.718735039,212.17,212.19
2023,4,12,10,3.14,3.41,4.17,381.92,405.45,54.65,1.69,8.6,7.26,-9.61,-1.18,0,28.62,2.93,62.69,4.55,8.661625421,238.9,238.9
2023,4,26,10,2.99,3.37,4.28,365.48,401.92,49.78,1.59,7.88,5.89,-5.22,0.33,0,46,4.27,62.44,4.56,8.680661961,221.8,221.72
2023,3,14,16,0.48,0.89,1.98,53.77,93.38,6.5,0.09,0.42,-0.56,-5.04,-2.8,0.01,74.06,4.33,62.16,4.49,8.547406185,224.65,224.72
2023,4,1,11,1.92,3.1,4.41,225.48,350.7,29.64,0.91,4.55,1.3,-8.35,-3.53,0.26,48.31,3.23,62.13,4.58,8.718735039,219.26,219.35
2023,5,23,10,0.28,3.04,4.36,45.83,362.55,6.12,0.17,0.85,10.2,-2.86,3.67,0.02,42.19,5.25,62.71,4.57,8.6996985,217.85,217.99
2023,5,30,16,1.37,1.91,2.5,163.77,229.1,22.55,0.48,2.38,10.41,1.2,5.8,0,53.75,6.77,62.71,4.52,8.604515803,215.28,215.32
2023,3,1,15,1.26,1.71,2.74,141.02,189.73,17.2,0.34,1.73,0.73,-6.77,-3.02,0,58.19,3.72,62.54,4.49,8.547406185,231.99,232.15
2023,4,17,11,3.32,3.71,4.56,407.83,441.8,58.69,2.02,10.62,9.94,-4.1,2.91,0,37.38,4.58,62.6,4.54,8.642588882,229.18,229.16
2023,5,6,10,2.94,3.53,4.33,361.8,424.35,52.24,1.84,9.65,7.51,-3.05,2.23,0,49.31,5.13,62.29,4.55,8.661625421,232.32,232.15
2023,5,7,9,2.37,2.97,3.76,291.88,354.35,40.96,1.28,6.83,4.8,-2.69,1.06,0,59.75,5.13,62.33,4.56,8.680661961,224.1,224.16
2023,3,5,11,2.82,3.26,4.01,337.48,386.12,46.92,1.52,8,4.19,-10.17,-2.99,0,34.69,2.87,62.72,4.54,8.642588882,236.5,236.49
2023,5,2,15,0.93,2.07,3.25,119.02,238.77,16.56,0.41,2.1,3.65,-3.09,0.29,0,62.38,4.94,62.3,4.53,8.623552342,221.5,221.57
2023,5,15,10,1.91,3.14,4.35,241.77,371.58,32.84,1.09,5.45,8.15,-3.3,2.42,0.01,46.62,5.07,62.21,4.54,8.642588882,239.37,239.38
2023,5,21,16,0.68,1.37,2.45,84.7,159.23,10.62,0.21,1.02,6.11,-0.4,2.86,0.12,64.38,6.04,62.45,4.46,8.490296567,233.41,233.24
2023,3,10,14,2.14,2.63,3.58,250.9,302.52,33.24,0.94,4.88,3.17,-6.93,-1.88,0,48,3.66,62.38,4.52,8.604515803,211.8,211.81
2023,3,16,10,2.24,2.88,3.79,282.15,352.08,38.86,1.09,5.77,3.09,-8.04,-2.47,0,44.38,3.36,62.4,4.49,8.547406185,219.56,219.42
2023,5,29,16,1.02,1.76,2.49,125.23,211.75,17.02,0.36,1.8,9.17,3.19,6.18,0.01,67.69,7.87,62.67,4.48,8.528369645,217.41,217.54
2023,3,8,10,1.48,2.6,3.65,178.27,299.17,24.09,0.77,4.2,2.12,-16.51,-7.19,0.01,21.31,1.53,62.76,4.52,8.604515803,217.13,217.24
2023,4,30,16,0.23,1.11,2.34,29.77,123.02,4.09,0.06,0.3,1.42,-1.38,0.02,0.08,83.88,5.68,62.19,4.41,8.39511387,220.83,220.93
2023,3,2,14,1.43,2.47,3.47,175,289.33,23.37,0.64,3.33,2.43,-7.92,-2.75,0,48.19,3.48,62.5,4.46,8.490296567,232.97,232.84
2023,4,11,16,1.08,1.39,2.22,120.6,153.67,15.09,0.23,1.12,5.34,-6.71,-0.68,0,41,3.66,62.49,4.41,8.39511387,226.08,226.02
2023,4,19,10,3.15,3.38,4.23,381.08,401.02,53.03,1.7,8.73,9.45,-6.37,1.55,0,33,3.91,62.55,4.47,8.509333106,237.7,237.51
2023,3,31,16,0.24,1.1,2.14,25.83,119.83,3.21,0.04,0.23,-0.14,-4.81,-2.48,0.9,72.5,4.39,62.18,4.39,8.357040791,238.83,238.87
2023,5,22,14,1.74,2.54,4.02,210.7,295.85,25.9,0.77,3.9,11.82,-0.68,5.57,0.07,46.06,6.35,62.62,4.41,8.39511387,227.73,227.84
2023,5,22,13,2.02,2.97,4.5,245.25,347.15,31.01,1.02,5.2,12.83,-2.09,5.37,0.01,38.56,5.68,62.63,4.38,8.338004252,228.76,228.75
2023,3,7,11,3.04,3.39,4.04,359.02,396.35,50.23,1.7,9.02,4.65,-15.08,-5.21,0,21.44,1.83,62.59,4.47,8.509333106,229.89,229.84
2023,5,1,10,0.9,3.15,4.31,129.4,379,19.04,0.59,2.95,2.49,-4.07,-0.79,0,62.69,4.58,62.41,4.49,8.547406185,223.31,223.41
2023,5,16,16,0.62,1.34,2.42,77.83,153.23,9.56,0.17,0.85,5.96,0.33,3.15,0.54,69.06,6.47,62.28,4.38,8.338004252,233.33,233.16
2023,4,22,10,2.85,3.37,4.25,349.5,403.33,48.9,1.53,7.83,3.16,-6.75,-1.8,0.01,48.62,3.72,62.25,4.51,8.585479264,226.82,226.94
2023,3,9,15,1.29,1.72,2.85,145.5,187.8,18.5,0.41,2.1,1.29,-7.81,-3.26,0.01,50.5,3.36,62.4,4.45,8.471260027,216.79,216.74
2023,3,15,11,2.27,3.06,4.18,269.05,351.38,35.68,1.01,5.08,2.4,-8.89,-3.24,0.04,43.19,3.11,62.23,4.5,8.566442724,224.09,224.03
2023,4,6,10,3.11,3.44,4.1,371.8,402.92,53.07,1.67,8.62,4.09,-14.08,-4.99,0,23.94,1.95,62.49,4.4,8.37607733,236.73,236.69
2023,3,20,15,0.72,2.01,2.97,98.2,238.98,14.72,0.3,1.52,-0.96,-4.26,-2.61,0.59,80.62,4.58,61.72,4.34,8.261858094,226.82,226.72
2023,3,25,11,2.81,3.45,4.32,339,408.45,47.47,1.51,7.67,4.41,-4.29,0.06,0,55,4.58,62.47,4.44,8.452223488,239.78,239.84
2023,4,27,10,2.32,3.2,4.29,276.55,365.1,36.32,1.13,5.62,5.47,-7.91,-1.22,0,37.94,3.42,62.51,4.46,8.490296567,224.29,224.31
2023,3,13,16,0.56,0.88,1.97,62.73,93.95,7.49,0.11,0.52,1.13,-4.02,-1.44,0.04,69.69,4.64,62.33,4.34,8.261858094,220.69,220.74
2023,5,11,16,1.53,1.71,2.4,175.77,198.08,22.47,0.39,1.92,5.16,-7.34,-1.09,0,39.19,3.48,62.4,4.44,8.452223488,213.8,213.78
2023,3,21,10,1.49,2.31,3.87,178.3,259,23.54,0.59,3,0.03,-4.71,-2.34,0.54,71.44,4.39,61.97,4.39,8.357040791,214.99,215.05
2023,5,4,8,0.35,1.61,2.95,46.92,180.1,6.59,0.15,0.75,2.43,-0.63,0.9,0.11,83.06,6.04,62.43,4.31,8.204748476,218.97,218.89
2023,3,22,15,1.17,2.04,2.99,147.1,235.38,20.64,0.45,2.23,-0.27,-5.2,-2.74,0.12,71.44,4.27,61.82,4.4,8.37607733,232.07,232.1
2023,5,5,10,2.85,3.3,4.33,338,385.05,46.12,1.55,8.25,6.93,-7.05,-0.06,0,38.25,3.85,62.29,4.37,8.318967712,231.96,231.82
2023,5,8,9,2.65,3.07,3.76,321.4,365.5,45.48,1.36,7.02,5.87,-8.76,-1.45,0,34.5,3.17,62.46,4.42,8.414150409,224.57,224.6
2023,5,25,9,1.8,2.82,3.8,233.08,346.27,33.29,1.07,5.67,6.84,0.76,3.8,0.01,67.44,6.65,62.46,4.4,8.37607733,236.14,236.31
2023,3,3,15,1.19,1.93,2.77,139.25,223.9,18.45,0.39,1.95,2.78,-6.1,-1.66,0,53.31,3.97,62.56,4.38,8.338004252,233.78,233.65
2023,4,11,11,3.43,3.83,4.51,414.25,446.83,60.64,2.09,10.85,7.65,-10.77,-1.56,0,25.56,2.69,62.62,4.41,8.39511387,234.82,234.54
2023,4,10,11,3.22,3.76,4.51,393.42,443.17,57.55,1.91,9.83,6.68,-8.74,-1.03,0,32,3.11,62.57,4.38,8.338004252,232.54,232.33
2023,4,12,16,1.19,1.35,2.23,133.4,151.3,16.23,0.23,1.15,5.95,-5.02,0.47,0,44.94,4.15,62.56,4.33,8.242821555,228.29,228.31
2023,5,1,14,0.8,2.86,3.97,111.67,343.23,16.45,0.47,2.4,1.58,-3.52,-0.96,0,69.88,4.82,62.28,4.37,8.318967712,215.99,216
2023,5,28,10,2.11,3.39,4.36,258.2,401.4,36.9,1.35,7,8.87,-3.13,2.87,0,45.12,5.13,62.47,4.32,8.223785015,236.05,235.65
2023,5,29,10,2.95,3.53,4.36,366.65,430.75,52.5,1.95,10.17,11.17,-1.04,5.06,0,45.31,5.98,62.73,4.34,8.261858094,211.69,211.8
2023,3,13,11,2.56,3.1,4.15,306.77,360.88,41.08,1.28,6.58,4.98,-8.87,-1.95,0,36,3.11,62.56,4.4,8.37607733,223.56,223.37
2023,3,18,16,0.21,0.71,2.02,22.52,73.3,2.59,0.03,0.15,-0.32,-4.82,-2.57,0.36,73.75,4.39,62.11,4.3,8.185711936,216.2,216.28
2023,4,1,16,0.23,1.26,2.15,27.27,140.6,3.64,0.05,0.25,-1.87,-5.51,-3.69,0.37,79,4.15,61.9,4.28,8.147638858,219.15,219.34
2023,4,14,15,1.72,2.11,3.16,203.55,246.4,26.27,0.57,2.85,8.12,-3.7,2.21,0,43.19,4.64,62.64,4.38,8.338004252,225.29,225.29
2023,4,15,17,0.44,0.56,1.19,48.5,61.75,6.18,0.03,0.15,4.98,-3.92,0.53,0,52.62,4.58,62.73,4.2,7.995346543,218.36,218.52
2023,5,14,10,3.08,3.41,4.35,385.9,416.02,54.19,1.8,9.35,9.97,-1.85,4.06,0,45.31,5.55,62.41,4.35,8.280894633,217.12,217.4
2023,5,24,17,0.58,0.84,1.48,67.85,99.55,8.79,0.09,0.45,6.11,2.51,4.31,0,80.06,7.57,62.42,4.24,8.0714927,228.44,228.56
2023,4,30,11,1.35,3.27,4.63,183.98,385.35,24.94,0.8,3.95,4.47,-1.33,1.57,0.41,67.38,5.68,62.34,4.32,8.223785015,219.86,219.94
2023,3,17,10,1.69,2.5,3.8,201.62,283.5,25.12,0.64,3.3,2.73,-8.6,-2.94,0,44,3.3,62.42,4.33,8.242821555,231.23,231.09
2023,3,23,10,2.48,3.14,3.9,310.12,376.73,44.14,1.28,6.58,3.01,-7.92,-2.45,0,46.06,3.54,61.97,4.22,8.033419621,243.53,243.06
2023,5,11,10,3.2,3.58,4.35,384.55,419.67,54.27,1.83,9.58,6.29,-11.27,-2.49,0,25.81,2.44,62.51,4.35,8.280894633,209.46,209.03
2023,5,27,17,0.32,0.8,1.5,39.8,94.25,5.38,0.06,0.3,3.78,0.66,2.22,1.09,82.69,6.65,62.27,4.2,7.995346543,217.51,217.54
2023,3,12,13,2.74,3.07,4.07,326.5,361.62,44.34,1.41,7.38,6.01,-6.75,-0.37,0,41.06,3.85,62.55,4.28,8.147638858,220.85,221.15
2023,4,25,16,0.8,1.53,2.31,94.8,175.58,12.65,0.2,1,2.45,-4.04,-0.8,0.07,63.25,4.64,62.31,4.27,8.128602318,226.26,226.18
2023,5,28,16,0.87,1.76,2.49,106.8,215.33,14.91,0.32,1.6,7.68,1.89,4.78,0.36,69.38,7.26,62.43,4.23,8.052456161,228.89,228.91
2023,3,3,11,2.68,3.24,3.98,322.2,384.58,45.3,1.41,7.33,4.65,-10.85,-3.1,0,32.12,2.75,62.67,4.26,8.109565779,235.84,235.45
2023,3,10,11,2.65,3.08,4.1,308.1,353.4,41.05,1.3,6.85,4.29,-9.52,-2.62,0,36,2.99,62.53,4.29,8.166675397,208.29,208.63
2023,3,12,14,2.18,2.56,3.6,255.75,295.27,33.71,0.95,4.95,4.73,-5.45,-0.36,0,49.31,4.21,62.51,4.24,8.0714927,220.67,221.01
2023,3,19,10,0.52,2.33,3.84,71.45,260.12,9.38,0.23,1.17,1.48,-5.08,-1.8,0.04,63.44,4.33,62.2,4.29,8.166675397,212.88,212.83
2023,5,13,13,2.72,3.49,4.49,342.77,420.83,48.03,1.59,8.2,11.23,-4.28,3.48,0,37.25,4.94,62.54,4.25,8.09052924,221.95,222.38
2023,5,13,14,2.38,3.04,4,297.6,368.9,41.08,1.24,6.3,10.27,-2.92,3.67,0,43.62,5.43,62.5,4.26,8.109565779,223.36,223.69
2023,3,25,16,0.82,1.31,2.08,94.12,150.23,11.93,0.16,0.83,2.44,-3.25,-0.4,0.03,68.44,5,62.34,4.18,7.957273464,243,243.13
2023,3,30,16,0.86,1.34,2.13,96.25,150.67,11.98,0.16,0.83,1.8,-6.08,-2.13,0,55.81,3.91,62.11,4.22,8.033419621,232.3,232.17
2023,4,3,17,0.25,0.57,1.1,28.33,65.17,3.71,0.02,0.1,0.06,-3.72,-1.83,0,76.88,4.76,62.01,4.11,7.824017688,231.56,231.58
2023,4,7,16,1.24,1.55,2.19,143.25,178.55,18.56,0.28,1.38,3.38,-5.93,-1.27,0,50.06,3.91,62.58,4.23,8.052456161,224.1,224.11
2023,4,19,17,0.41,0.53,1.23,45.02,58.6,5.55,0.04,0.17,5.19,-1.79,1.7,0,61.12,5.43,62.36,4.11,7.824017688,220.29,220.46
2023,3,6,16,0.88,1.3,1.89,102,149.65,13.1,0.2,0.95,0.86,-8.54,-3.85,0,48.75,3.17,62.39,4.21,8.014383082,227.03,227.09
2023,3,23,15,0.97,2.16,3,122.67,254.27,17.16,0.38,1.95,1.61,-4.29,-1.35,0.09,67.75,4.7,61.88,4.21,8.014383082,242.96,242.68
2023,4,7,11,3.34,3.75,4.48,401.7,440.65,57.79,1.95,10.17,5.98,-9.56,-1.79,0,31.94,2.99,62.65,4.24,8.0714927,226.12,225.9
2023,4,17,16,1.14,1.4,2.26,131.23,162.02,16.41,0.26,1.25,7.21,-2.71,2.25,0,49.5,5,62.57,4.19,7.976310003,226.43,226.5
2023,3,10,15,1.53,1.89,2.86,172.08,210.83,21.89,0.48,2.42,2.19,-6.71,-2.26,0,52,3.72,62.36,4.23,8.052456161,209.22,209.27
2023,3,4,10,2.18,2.85,3.57,263.02,342.23,36.86,1.08,5.7,3.76,-10.49,-3.37,0,35.38,2.81,62.8,4.19,7.976310003,236.64,236.59
2023,3,15,16,0.57,0.9,1.99,62.35,94.27,7.51,0.09,0.42,-0.22,-5.99,-3.1,0.1,66.19,3.97,62.06,4.15,7.900163846,229.12,229.1
2023,5,25,18,0.09,0.14,0.46,10.33,16.55,1.4,0.01,0.02,3.19,1.23,2.22,0.19,89.44,6.9,62.37,4.01,7.633652294,225.47,225.72
2023,3,27,17,0.5,0.59,1.03,53.73,64.12,6.38,0.03,0.15,-1.19,-8.35,-4.77,0,58.62,3.23,62.12,4.02,7.652688834,214.55,214.54
2023,5,12,13,2.3,3.3,4.49,277.5,379.73,36.93,1.23,6.35,9.73,-5.97,1.87,0,34,4.09,62.46,4.2,7.995346543,241.19,239.96
2023,5,21,10,2.45,3.36,4.36,304.52,402.6,42.8,1.47,7.65,8.81,-2.88,2.97,0.05,44.44,5,62.49,4.19,7.976310003,219.86,219.62
2023,5,9,9,2.85,3.11,3.77,347.2,371.5,49.21,1.45,7.42,4.91,-14.07,-4.58,0,23.31,2.01,62.38,4.18,7.957273464,243.72,243.74
