YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,PRECTOTCORR,RH2M,QV2M,PS,WS2M,WS10M,WD2M,WD10M
2023,4,30,20,0,0,0,0,0,0,0,0,-1.11,-1.95,-1.53,0.04,97.88,5.49,62.33,2.14,4.073819429,200.48,199.86
2023,5,2,19,0,0,0,0,0,0,0,0,-0.97,-2.13,-1.56,0,95.12,5.37,62.32,2.08,3.959600193,197.69,197.16
2023,5,15,21,0,0,0,0,0,0,0,0,1.39,1.13,1.26,0.56,100,6.84,62.23,1.95,3.71212518,206.98,207.07
2023,3,11,16,0.73,0.97,1.95,87.27,103.98,11.28,0.18,0.9,-0.18,-6.92,-3.56,0,62.69,3.78,62.34,2.2,4.188038665,222.41,221.92
2023,4,27,19,0,0,0,0,0,0,0,0,-1.37,-3.34,-2.35,0,89.31,4.88,62.42,1.98,3.769234799,216.01,216.74
2023,3,12,18,0,0,0,0,0,0,0,0,-1.35,-3.14,-2.24,0.01,90.31,4.94,62.57,2,3.807307877,219.46,218.91
2023,4,26,8,1.73,2.04,2.88,204.4,238.67,26.54,0.55,2.75,2.6,-6.42,-1.91,0,52.81,3.91,62.41,2.26,4.302257901,225.98,226.04
2023,5,11,18,0.14,0.13,0.35,13.42,13.58,1.72,0.01,0.02,1.2,-6.42,-2.61,0,56.62,3.78,62.41,2.01,3.826344417,211.65,211.16
2023,5,20,19,0,0,0,0,0,0,0,0,1.02,-0.5,0.26,0.02,91.19,5.98,62.41,2.04,3.883454035,214.85,214.82
2023,3,13,18,0,0,0,0,0,0,0,0,-2.02,-3.52,-2.77,0.03,93.56,4.82,62.37,1.93,3.674052102,221.23,220.73
2023,5,7,20,0,0,0,0,0,0,0,0,0.87,-0.47,0.2,0,93.12,6.1,62.28,2.01,3.826344417,211.35,211.61
2023,4,15,19,0,0,0,0,0,0,0,0,2.08,-2.21,-0.07,0,74.25,5.25,62.8,1.95,3.71212518,211.91,212.37
2023,4,17,18,0.05,0.05,0.2,4.52,5.9,0.63,0,0,3.03,-1.92,0.55,0,70.38,5.31,62.65,1.9,3.616942484,219.65,220.12
2023,5,15,23,0,0,0,0,0,0,0,0,0.87,0.65,0.76,0.47,100,6.59,62.25,1.93,3.674052102,210.09,210.23
2023,5,10,19,0,0,0,0,0,0,0,0,-1.86,-8.18,-5.02,0,62.06,3.23,62.33,2.01,3.826344417,205.57,204.43
2023,4,5,8,1.87,2.01,2.6,219.8,237.05,29.11,0.53,2.62,-0.42,-14.01,-7.21,0,35.31,2.08,62.17,2.18,4.149965586,211.07,211.08
2023,5,27,21,0,0,0,0,0,0,0,0,0.99,0.85,0.92,0.44,100,6.77,62.39,1.93,3.674052102,207.5,207.45
2023,4,20,21,0,0,0,0,0,0,0,0,-0.38,-5.05,-2.71,0.01,71.56,4.21,62.33,1.98,3.769234799,238.88,239.86
2023,5,22,6,0.38,0.49,1.1,43.27,55.48,5.52,0.03,0.17,1.29,-3.48,-1.1,0,71.75,4.82,62.52,1.83,3.483686708,17.89,18.12
2023,4,19,19,0,0,0,0,0,0,0,0,1.66,-0.99,0.33,0,83.5,5.74,62.39,1.77,3.369467472,208.15,209.49
2023,4,25,8,1.43,1.95,2.87,171.2,224.95,22.84,0.47,2.38,0.44,-9.44,-4.5,0,47.56,2.99,62.48,2.18,4.149965586,205.92,205.43
2023,4,30,2,0,0,0,0,0,0,0,0,-1.73,-2.21,-1.97,0.02,100,5.31,62.31,1.95,3.71212518,204.1,203.33
2023,5,4,2,0,0,0,0,0,0,0,0,-1.65,-2.19,-1.92,0.26,100,5.37,62.35,1.88,3.578869405,192.94,191.34
2023,5,24,19,0,0,0,0,0,0,0,0,3.41,2.92,3.16,0.03,99.38,7.75,62.43,1.9,3.616942484,218,217.85
2023,4,26,19,0,0,0,0,0,0,0,0,-0.81,-2.71,-1.76,0.03,89.69,5.13,62.36,2.01,3.826344417,219.81,219.98
2023,5,15,20,0,0,0,0,0,0,0,0,1.34,1.09,1.22,0.49,100,6.84,62.2,1.81,3.445613629,209.99,209.98
2023,3,30,18,0.03,0.03,0.11,2.4,3,0.34,0,0,-2.45,-5.88,-4.17,0.05,79.31,3.97,62.15,1.82,3.464650168,225.17,224.76
2023,5,27,22,0,0,0,0,0,0,0,0,0.92,0.82,0.87,0.29,100,6.71,62.4,1.86,3.540796326,208.61,208.62
2023,4,22,23,0,0,0,0,0,0,0,0,-3.85,-5.19,-4.52,0.18,94.62,4.21,62.18,1.92,3.655015562,205.52,205.26
2023,5,15,2,0,0,0,0,0,0,0,0,-0.08,-0.96,-0.52,0.06,96.25,5.86,62.16,1.92,3.655015562,214.21,213.55
2023,4,2,19,0,0,0,0,0,0,0,0,-4.86,-4.86,-4.86,0.08,100,4.46,61.82,1.68,3.198138617,214.36,214.12
2023,4,9,8,1.84,1.9,2.66,213.62,221.6,27.07,0.49,2.42,1.94,-11.74,-4.91,0,34.44,2.38,62.84,2.13,4.054782889,235.9,235.78
2023,5,29,8,2.16,2.35,3.04,265.05,287.02,35.69,0.91,4.6,8.26,-2.59,2.83,0,48.88,5.31,62.67,2.1,3.997673271,204.37,204.64
2023,4,3,19,0,0,0,0,0,0,0,0,-3.24,-3.63,-3.43,0.05,100,4.82,62.07,1.65,3.141028999,213.61,214.07
2023,5,23,18,0.1,0.12,0.45,10.85,13.9,1.3,0.01,0.02,5.05,2.43,3.74,0.34,85.88,7.51,62.46,2,3.807307877,233.09,233.13
2023,3,15,8,1.2,1.32,2.21,132.2,145.8,15.94,0.21,1.02,-1.68,-11.07,-6.38,0.02,48.88,2.62,62.23,2.14,4.073819429,223.96,223.77
2023,4,7,18,0.05,0.04,0.15,3.7,4.7,0.52,0,0,-1.13,-5.96,-3.54,0,70.31,3.91,62.62,1.83,3.483686708,217.21,216.97
2023,4,30,21,0,0,0,0,0,0,0,0,-1.28,-2.17,-1.73,0.06,97.56,5.37,62.35,1.98,3.769234799,199.79,198.99
2023,5,5,19,0,0,0,0,0,0,0,0,0.46,-0.92,-0.23,0,93.44,5.92,62.21,1.88,3.578869405,220.96,221.3
2023,5,8,7,1.4,1.51,2.03,164.33,179,20.96,0.3,1.5,1.74,-6.07,-2.17,0,58.31,4.03,62.35,2.08,3.959600193,206.85,206.95
2023,4,19,20,0,0,0,0,0,0,0,0,1.28,-1.03,0.12,0,85.62,5.74,62.42,1.77,3.369467472,210.88,211.78
2023,4,20,0,0,0,0,0,0,0,0,0,0.78,-0.84,-0.03,0,90.56,5.86,62.37,1.87,3.559832865,205.28,204.91
2023,3,11,9,1.92,2,3.03,216.1,225.02,26.8,0.62,3.12,1.31,-13.72,-6.2,0,29.94,2.01,62.5,2.06,3.921527114,136.23,137.25
2023,3,21,18,0.02,0.01,0.08,1.2,1.23,0.16,0,0,-5.37,-5.73,-5.55,0.28,100,4.15,61.84,1.66,3.160065538,208.74,207.83
2023,4,24,22,0,0,0,0,0,0,0,0,-3.24,-4.24,-3.74,0.02,99.19,4.64,62.49,1.76,3.350430932,223.92,223.24
2023,5,2,20,0,0,0,0,0,0,0,0,-0.96,-2.14,-1.55,0,95.06,5.37,62.37,1.88,3.578869405,200.17,199
2023,3,24,19,0,0,0,0,0,0,0,0,-4.09,-4.06,-4.07,0.05,100,4.7,62.22,1.5,2.855480908,213.27,214.09
2023,5,3,22,0,0,0,0,0,0,0,0,-0.94,-2.24,-1.59,0.08,93.25,5.25,62.5,1.91,3.635979023,187.27,185.89
2023,4,12,18,0.05,0.04,0.17,4.48,4.8,0.6,0,0,1.41,-3.97,-1.27,0,67.5,4.58,62.58,1.79,3.40754055,218.42,218.66
2023,4,2,8,1.39,1.74,2.55,162.38,202.4,21.52,0.34,1.73,-1.79,-8.92,-5.35,0,58.5,3.11,61.78,2.03,3.864417496,249.96,249.4
2023,3,7,18,0,0,0,0,0,0,0,0,-3.6,-6.67,-5.13,0.16,81.88,3.72,62.52,1.82,3.464650168,203.49,203.89
2023,3,20,18,0.02,0.02,0.07,1.15,1.58,0.17,0,0,-3.74,-4.77,-4.26,0.74,99.25,4.46,61.74,1.79,3.40754055,219.68,219.09
2023,3,22,8,0.94,1.08,2.35,99.85,111.95,12,0.18,0.88,-2.22,-7.98,-5.1,0,66.62,3.42,61.91,2.01,3.826344417,250.02,249.85
2023,5,24,20,0,0,0,0,0,0,0,0,3.09,3.06,3.08,0.03,100,7.87,62.46,1.66,3.160065538,212.35,212.18
2023,4,1,8,1.3,1.38,2.53,138.2,148.8,16.76,0.27,1.33,-2.74,-10.75,-6.74,0.09,55.94,2.75,62.16,1.97,3.750198259,203.41,203.46
2023,4,20,1,0,0,0,0,0,0,0,0,0.56,-0.99,-0.21,0,91.31,5.8,62.33,1.82,3.464650168,205.69,205.42
2023,5,16,19,0,0,0,0,0,0,0,0,1.51,0.44,0.98,0.23,94.81,6.47,62.37,1.78,3.388504011,234.49,234.53
2023,5,17,23,0,0,0,0,0,0,0,0,1.87,1.55,1.72,0.12,100,7.02,62.62,1.73,3.293321314,214.34,214.05
2023,3,15,18,0.02,0.01,0.05,0.98,1.08,0.14,0,0,-3.81,-5.42,-4.62,0.08,93.69,4.21,62.1,1.68,3.198138617,227.64,228.12
2023,4,18,19,0,0,0,0,0,0,0,0,1.96,-0.31,0.83,0,85.94,6.04,62.74,1.65,3.141028999,200.24,200.53
2023,4,30,22,0,0,0,0,0,0,0,0,-1.43,-2.35,-1.89,0.07,97.12,5.25,62.33,1.84,3.502723247,201.98,200.3
2023,5,2,21,0,0,0,0,0,0,0,0,-1.35,-2.35,-1.85,0,96.44,5.25,62.43,1.73,3.293321314,211.54,209.86
2023,5,2,22,0,0,0,0,0,0,0,0,-1.58,-2.7,-2.14,0,95.25,5.13,62.45,1.78,3.388504011,217.68,216.5
2023,4,30,23,0,0,0,0,0,0,0,0,-1.52,-2.45,-1.99,0.07,96.94,5.25,62.29,1.81,3.445613629,202.35,200.84
2023,5,27,23,0,0,0,0,0,0,0,0,0.76,0.74,0.75,0.19,100,6.71,62.39,1.67,3.179102078,210.87,210.62
2023,3,3,9,2.01,2.23,2.87,237.5,264.85,31.55,0.69,3.42,1.93,-12.8,-5.43,0,31.75,2.2,62.67,1.96,3.73116172,256.85,255.92
2023,3,29,7,0.91,0.95,1.45,98.83,105.25,11.47,0.09,0.42,-5.2,-14.14,-9.67,0,48.31,1.89,62.25,1.86,3.540796326,30.34,30.96
2023,4,27,20,0,0,0,0,0,0,0,0,-1.71,-3.32,-2.52,0,92,4.88,62.46,1.69,3.217175156,215.23,216.31
2023,5,12,9,2.63,2.9,3.78,314.65,339.33,42.15,1.2,6.25,6.58,-8.67,-1.04,0,32.06,3.11,62.58,1.96,3.73116172,249.18,247.68
2023,5,12,18,0.1,0.11,0.36,10.08,12.17,1.36,0.01,0.02,3.76,-3.13,0.31,0,64.62,5.19,62.42,1.63,3.10295592,248.35,250.51
2023,5,14,8,2.12,2.16,3.01,254.2,260.55,33.18,0.73,3.62,7.03,-3.37,1.83,0,49.31,4.94,62.39,1.92,3.655015562,217.24,218.22
2023,3,19,21,0,0,0,0,0,0,0,0,-3.26,-3.41,-3.34,0.09,100,4.88,62.04,1.55,2.950663605,198.25,197.6
2023,3,16,7,0.58,0.67,1.19,69.1,79.02,8.38,0.05,0.25,-4.35,-10.31,-7.34,0,64.19,2.75,62.27,1.78,3.388504011,41.97,41.66
2023,3,18,19,0,0,0,0,0,0,0,0,-4.36,-4.81,-4.58,0.13,100,4.46,62.22,1.72,3.274284775,209.58,209.02
2023,3,24,8,1.3,1.72,2.39,156.12,204.5,20.88,0.34,1.73,-1.46,-6.1,-3.78,0,74.69,4.03,62.16,1.94,3.693088641,244.68,244.62
2023,3,26,20,0,0,0,0,0,0,0,0,-4.6,-5.71,-5.16,0,98.69,4.09,62.24,1.66,3.160065538,203.55,203.27
2023,5,8,19,0,0,0,0,0,0,0,0,-0.15,-2.72,-1.43,0.04,84.38,5.07,62.39,1.77,3.369467472,221.42,223
2023,3,8,8,0.77,1.29,2.07,90.52,145.02,11.98,0.21,1.05,-1.07,-18.45,-9.76,0,23.19,1.28,62.7,1.91,3.635979023,215.7,215.69
2023,3,30,8,1.63,1.66,2.5,182.35,186.48,22.38,0.36,1.8,0.02,-11.5,-5.74,0,39.69,2.44,62.25,1.95,3.71212518,286.77,286.57
2023,4,28,8,1.64,1.97,2.9,188.4,223.85,23.88,0.45,2.25,2.97,-9.1,-3.07,0,39.75,2.99,62.43,1.95,3.71212518,262.39,261.63
2023,4,28,21,0,0,0,0,0,0,0,0,-0.56,-2.11,-1.33,0.07,92.25,5.37,62.44,1.82,3.464650168,224.31,223.93
2023,5,15,1,0,0,0,0,0,0,0,0,-0.27,-1.01,-0.63,0.09,97.56,5.86,62.22,1.69,3.217175156,204.55,202.75
2023,4,3,20,0,0,0,0,0,0,0,0,-3.49,-3.7,-3.6,0.07,100,4.82,62.11,1.51,2.874517447,212.79,213.48
2023,4,20,22,0,0,0,0,0,0,0,0,-0.95,-5.22,-3.08,0.01,74.19,4.21,62.33,1.75,3.331394393,238.16,238.91
2023,3,10,18,0,0,0,0,0,0,0,0,-3.58,-5.85,-4.71,0,87.94,3.97,62.42,1.65,3.141028999,193.97,193.76
2023,3,16,20,0,0,0,0,0,0,0,0,-4.9,-5.49,-5.2,0.03,100,4.09,62.44,1.63,3.10295592,208.04,207.94
2023,4,9,19,0,0,0,0,0,0,0,0,-2.33,-6.13,-4.24,0,77,3.85,62.6,1.69,3.217175156,200.03,199.16
2023,5,1,5,0.02,0.01,0.06,1.12,1.23,0.16,0,0,-3.41,-3.41,-3.41,0.01,100,4.88,62.21,1.42,2.703188593,205.86,206.31
2023,5,3,20,0,0,0,0,0,0,0,0,-0.6,-1.71,-1.16,0.02,94.69,5.49,62.51,1.75,3.331394393,180,178.85
2023,3,14,20,0,0,0,0,0,0,0,0,-4.13,-4.37,-4.25,0,100,4.58,62.23,1.65,3.141028999,197.06,196.42
2023,3,31,18,0.02,0.02,0.11,1.6,2.48,0.21,0,0,-4.13,-5.88,-5,0.41,95.75,4.15,62.21,1.7,3.236211696,239.9,241.62
2023,5,10,5,0.05,0.04,0.11,3.62,3.8,0.48,0,0,-3.87,-4.24,-4.06,0,100,4.58,62.28,1.71,3.255248235,197.03,195.07
2023,4,21,7,0.82,1.22,1.84,95.88,141.7,12.72,0.16,0.8,0.6,-8.59,-3.99,0,51.12,3.3,62.28,1.84,3.502723247,250.95,250.95
2023,5,7,6,0.47,0.53,0.98,52.67,59.8,6.48,0.04,0.17,-1.42,-3.52,-2.47,0,88.94,4.82,62.24,1.76,3.350430932,197.31,196.4
2023,5,4,3,0,0,0,0,0,0,0,0,-2.02,-2.38,-2.2,0.2,100,5.31,62.31,1.56,2.969700144,188.62,184.7
2023,5,24,21,0,0,0,0,0,0,0,0,2.61,2.9,2.76,0.02,100,7.75,62.49,1.44,2.741261672,207.82,207.88
2023,3,29,6,0.12,0.14,0.36,11.1,13.9,1.47,0.01,0.02,-8.79,-13.41,-11.1,0,71.06,2.08,62.2,1.36,2.588969357,28.93,30.53
2023,4,18,20,0,0,0,0,0,0,0,0,1.65,-0.58,0.54,0,86.19,5.92,62.77,1.64,3.121992459,201.8,201.47
2023,5,1,0,0,0,0,0,0,0,0,0,-1.73,-2.57,-2.15,0.06,97.56,5.19,62.23,1.65,3.141028999,203.66,201.91
2023,5,18,19,0,0,0,0,0,0,0,0,3.35,2.37,2.86,0.14,96.19,7.45,62.44,1.58,3.007773223,238.36,238.29
2023,5,22,5,0.05,0.04,0.16,4.23,4.45,0.57,0,0,-1.31,-4.03,-2.67,0,82.94,4.52,62.49,1.33,2.531859738,17.47,17.5
2023,4,5,20,0,0,0,0,0,0,0,0,-3.58,-4.6,-4.09,0.08,97.81,4.46,62.3,1.57,2.988736684,198.62,198.88
2023,3,24,20,0,0,0,0,0,0,0,0,-4.67,-4.38,-4.52,0.04,100,4.58,62.27,1.37,2.608005896,213.87,214.47
2023,3,27,20,0,0,0,0,0,0,0,0,-5.64,-7.11,-6.38,0,95.88,3.66,62.17,1.57,2.988736684,197.71,197.23
2023,4,1,19,0,0,0,0,0,0,0,0,-5.44,-6.1,-5.77,0.13,100,4.09,61.96,1.49,2.836444369,212.61,213.47
2023,4,23,19,0,0,0,0,0,0,0,0,-1.76,-4.36,-3.06,0.48,88.56,4.7,62.29,1.61,3.064882841,244.18,242.63
2023,5,7,21,0,0,0,0,0,0,0,0,0.43,-0.42,0,0,96.31,6.1,62.31,1.54,2.931627066,208.91,209.97
2023,5,10,6,0.61,0.65,1.01,68.25,74.58,7.7,0.04,0.17,-2.8,-4.67,-3.74,0,91.88,4.46,62.31,1.74,3.312357853,195.1,193.31
2023,4,16,19,0,0,0,0,0,0,0,0,0.9,-1.62,-0.36,0,84.31,5.49,62.53,1.55,2.950663605,209.03,208.27
2023,5,6,20,0,0,0,0,0,0,0,0,0.67,-0.4,0.13,0,93.94,6.04,62.25,1.54,2.931627066,214.25,215.58
2023,3,11,17,0.12,0.3,0.92,13.12,32.25,1.7,0.01,0.05,-1.36,-6.31,-3.84,0,72.31,3.97,62.36,1.7,3.236211696,232.29,230.99
2023,3,22,18,0.02,0.02,0.08,1.55,1.9,0.23,0,0,-5.13,-5.87,-5.5,0.08,100,4.15,61.78,1.41,2.684152054,234.72,234.74
2023,4,19,21,0,0,0,0,0,0,0,0,1.16,-0.96,0.1,0,87.12,5.8,62.44,1.6,3.045846302,210.2,210.45
2023,5,13,19,0,0,0,0,0,0,0,0,2.61,1.18,1.9,0.02,92.06,6.77,62.52,1.53,2.912590526,227.9,226
2023,5,17,7,1.14,1.45,2.09,137.15,175.4,17.6,0.27,1.33,3.51,-1.12,1.19,0,73.5,5.8,62.45,1.81,3.445613629,280.68,280.32
2023,5,24,22,0,0,0,0,0,0,0,0,2.39,2.85,2.62,0.01,100,7.75,62.5,1.36,2.588969357,203.63,203.68
2023,5,24,23,0,0,0,0,0,0,0,0,2.01,2.26,2.14,0.01,100,7.39,62.48,1.41,2.684152054,202.74,202.59
2023,3,23,18,0.02,0.02,0.08,1.55,2.3,0.23,0,0,-3.29,-4.42,-3.85,0.1,100,4.7,61.94,1.42,2.703188593,247.96,245.34
2023,3,29,19,0,0,0,0,0,0,0,0,-4.59,-6.44,-5.52,0,91.06,3.78,62.31,1.58,3.007773223,205.17,204.85
2023,4,19,23,0,0,0,0,0,0,0,0,1.02,-0.8,0.12,0,89.19,5.86,62.41,1.6,3.045846302,205.19,204.66
2023,5,16,0,0,0,0,0,0,0,0,0,0.17,-0.05,0.06,0.34,100,6.29,62.24,1.59,3.026809763,216.81,217.23
2023,5,18,8,1.42,2.01,3.02,175.38,237.9,22.72,0.53,2.7,6.67,-2.26,2.21,0.02,54.31,5.31,62.59,1.78,3.388504011,261.16,260.24
2023,4,2,20,0,0,0,0,0,0,0,0,-5.26,-4.99,-5.13,0.07,100,4.39,61.85,1.43,2.722225132,216.3,216.34
2023,4,6,7,1.06,1.15,1.6,120.4,132.15,14.44,0.14,0.7,-4.17,-13.55,-8.85,0,47.94,2.08,62.36,1.63,3.10295592,30.87,32.22
2023,3,18,8,0.96,1.01,2.27,97.67,103.85,11.13,0.14,0.7,-1.16,-8.19,-4.67,0.01,60.12,3.36,62.3,1.82,3.464650168,223.43,223.41
2023,5,7,22,0,0,0,0,0,0,0,0,0.6,-0.42,0.09,0,95.06,6.1,62.32,1.61,3.064882841,211.06,211.42
2023,5,28,0,0,0,0,0,0,0,0,0,0.61,0.62,0.61,0.14,100,6.65,62.37,1.47,2.79837129,213.27,213.07
2023,3,11,7,0.44,0.44,1.09,45.45,46.7,5.75,0.04,0.17,-4.21,-10.37,-7.29,0,62.94,2.69,62.42,1.64,3.121992459,74.24,73.32
2023,3,25,18,0.03,0.02,0.09,2.08,2.4,0.29,0,0,-2.17,-3.31,-2.74,0.04,97.88,5,62.36,1.4,2.665115514,231.34,231.73
2023,3,12,19,0,0,0,0,0,0,0,0,-1.7,-3.24,-2.47,0,92.25,4.88,62.61,1.54,2.931627066,221.71,219.27
2023,3,20,21,0,0,0,0,0,0,0,0,-4.77,-4.94,-4.85,0.45,100,4.39,61.85,1.38,2.627042435,214.59,213.92
2023,4,10,8,1.84,2.03,2.68,214.6,237.35,28.49,0.52,2.58,1.7,-10.27,-4.28,0,39.31,2.69,62.51,1.8,3.42657709,278.73,278.34
2023,4,17,8,1.9,2.02,2.78,221.92,237.77,28.98,0.57,2.85,5.02,-5.45,-0.22,0,46.81,4.09,62.57,1.8,3.42657709,272.24,271.87
2023,3,20,22,0,0,0,0,0,0,0,0,-5,-5.08,-5.04,0.45,100,4.39,61.86,1.36,2.588969357,215.88,215.25
2023,3,28,19,0,0,0,0,0,0,0,0,-4.85,-6.31,-5.58,0,94.94,3.85,62.25,1.53,2.912590526,218.98,219.7
2023,5,26,6,0.53,0.54,1.12,60.77,62.05,7.69,0.05,0.27,1.55,-0.76,0.39,0,86.5,5.92,62.35,1.71,3.255248235,236.97,236.89
2023,5,28,1,0,0,0,0,0,0,0,0,0.39,0.29,0.33,0.11,100,6.47,62.36,1.45,2.760298211,218.23,218.2
2023,3,11,8,1.23,1.25,2.13,132.42,137.2,15.98,0.25,1.25,-1.2,-12.35,-6.78,0,40.94,2.26,62.48,1.76,3.350430932,102.31,102.67
2023,3,19,7,0.16,0.38,1.25,18.7,39.77,2.22,0.02,0.05,-2.69,-4.57,-3.63,0.04,92.38,4.52,62.16,1.66,3.160065538,210.78,210.78
2023,4,14,8,1.85,1.99,2.74,217.08,234.65,28.46,0.52,2.58,3.98,-9.44,-2.73,0,37.62,3.05,62.73,1.78,3.388504011,265.97,266.02
2023,5,2,23,0,0,0,0,0,0,0,0,-2.03,-3.04,-2.53,0,96.19,4.94,62.43,1.56,2.969700144,218.3,217.42
2023,5,3,21,0,0,0,0,0,0,0,0,-0.92,-2.15,-1.53,0.04,93.81,5.31,62.52,1.62,3.083919381,182.21,180.21
2023,5,23,7,0.38,1.09,2.12,48.7,125.8,6.32,0.1,0.5,5.25,-1.74,1.76,0,64.25,5.68,62.69,1.75,3.331394393,223.19,223.36
2023,5,28,19,0,0,0,0,0,0,0,0,3.26,2.76,3.01,0.11,99.44,7.69,62.52,1.51,2.874517447,230.23,229.6
2023,3,8,18,0,0,0,0,0,0,0,0,-4.61,-7.88,-6.24,0.03,82.38,3.42,62.54,1.47,2.79837129,192.56,191.93
2023,3,21,19,0,0,0,0,0,0,0,0,-6.27,-6.13,-6.2,0.19,100,4.09,61.89,1.34,2.550896278,204.78,204.11
2023,4,8,8,1.7,2.07,2.65,201.12,240.42,27.21,0.54,2.67,1.83,-12.8,-5.48,0,32.69,2.26,62.8,1.75,3.331394393,252.05,251.77
2023,4,10,6,0.27,0.27,0.58,28.2,28.85,3.35,0.01,0.05,-6.42,-10.77,-8.6,0,73.88,2.62,62.39,1.24,2.360530884,29.79,31.76
2023,4,19,8,1.92,2.04,2.8,223.9,239.27,29.07,0.59,2.95,5.51,-7.24,-0.87,0,39.56,3.54,62.52,1.77,3.369467472,272.02,271.9
2023,4,20,2,0,0,0,0,0,0,0,0,0.13,-1.21,-0.54,0,92.88,5.74,62.28,1.6,3.045846302,202.32,201.45
2023,5,13,20,0,0,0,0,0,0,0,0,2.35,1.15,1.75,0.01,93.38,6.77,62.57,1.44,2.741261672,226.97,225.3
2023,5,25,21,0,0,0,0,0,0,0,0,0.62,0,0.31,0.03,98.31,6.29,62.48,1.54,2.931627066,215.06,215.22
2023,3,17,19,0,0,0,0,0,0,0,0,-3.95,-4.86,-4.41,0.12,99.94,4.39,62.27,1.47,2.79837129,212.85,212.1
2023,4,24,8,0.53,1.83,2.86,70.92,208.15,9.8,0.2,1.02,1.55,-8.1,-3.28,0,49.38,3.36,62.41,1.71,3.255248235,128.5,129.56
2023,3,5,18,0,0,0,0,0,0,0,0,-3.51,-4.82,-4.17,0,95.19,4.33,62.54,1.53,2.912590526,223.97,224.7
2023,3,12,10,2.39,2.64,3.72,281.27,306.67,36.58,1.03,5.35,5.03,-10.16,-2.56,0,32.38,2.81,62.63,1.64,3.121992459,198.95,200.61
2023,5,13,21,0,0,0,0,0,0,0,0,2.19,1.07,1.63,0,93.81,6.71,62.6,1.45,2.760298211,225,224.24
2023,3,20,23,0,0,0,0,0,0,0,0,-5.27,-5.26,-5.27,0.38,100,4.27,61.85,1.33,2.531859738,217.34,217.21
2023,5,6,21,0,0,0,0,0,0,0,0,0.52,-0.7,-0.1,0,93.06,5.92,62.28,1.54,2.931627066,213.45,213.69
2023,5,19,21,0,0,0,0,0,0,0,0,0.35,-0.5,-0.07,0.07,96.06,6.04,62.41,1.54,2.931627066,205.26,205.32
2023,3,10,5,0,0,0,0,0,0,0,0,-6.9,-11.99,-9.44,0,67.38,2.32,62.34,1.15,2.18920203,41.7,42.1
2023,3,16,6,0.06,0.05,0.18,4.88,5.83,0.66,0,0.02,-7.83,-10.41,-9.12,0,86.12,2.69,62.2,1.04,1.979800096,37.04,37.34
2023,4,24,7,0.39,1,1.89,47.92,110.25,6.39,0.09,0.4,-1.21,-7.07,-4.14,0,66.31,3.66,62.36,1.67,3.179102078,58.76,58.41
2023,5,22,4,0,0,0,0,0,0,0,0,-1.16,-3.39,-2.27,0,86.19,4.76,62.48,1.2,2.284384726,16.2,16.18
2023,4,3,21,0,0,0,0,0,0,0,0,-3.82,-3.84,-3.83,0.08,100,4.76,62.14,1.32,2.512823199,208.53,208.8
2023,4,20,23,0,0,0,0,0,0,0,0,-1.26,-5.29,-3.27,0,75.69,4.15,62.3,1.58,3.007773223,237.96,239.15
2023,3,1,18,0,0,0,0,0,0,0,0,-4.52,-5.87,-5.2,0,95.44,3.97,62.59,1.53,2.912590526,213.53,213.99
2023,3,20,20,0,0,0,0,0,0,0,0,-4.56,-4.85,-4.7,0.49,100,4.46,61.81,1.34,2.550896278,214.99,213.99
2023,5,1,20,0,0,0,0,0,0,0,0,-2.94,-4.17,-3.56,0,96.94,4.64,62.33,1.53,2.912590526,193.89,191.87
2023,5,6,7,1.26,1.42,2.02,148.3,169.23,18.76,0.28,1.38,1.65,-3.74,-1.04,0,68.81,4.76,62.21,1.67,3.179102078,238.62,238.55
2023,3,6,18,0,0,0,0,0,0,0,0,-3.96,-7.22,-5.6,0.03,80.75,3.54,62.42,1.47,2.79837129,205.2,205.1
2023,3,10,6,0.04,0.03,0.11,2.85,3.2,0.4,0,0,-6.49,-11.9,-9.2,0,65.75,2.32,62.38,1.12,2.132092411,44.72,45.31
2023,4,8,19,0,0,0,0,0,0,0,0,-1.74,-6.3,-4.02,0,71.62,3.78,62.79,1.5,2.855480908,205.9,206.07
2023,4,10,5,0,0,0,0,0,0,0,0,-7.62,-11.18,-9.4,0,78.31,2.5,62.36,1.07,2.036909714,31.83,33.2
2023,4,2,21,0,0,0,0,0,0,0,0,-5.38,-5.02,-5.2,0.06,100,4.39,61.87,1.31,2.49378666,217.76,217.93
2023,4,6,19,0,0,0,0,0,0,0,0,-3.35,-5.95,-4.65,0.01,84.88,3.91,62.46,1.43,2.722225132,205.58,205.38
2023,4,11,8,2.05,2.12,2.69,239.4,247.9,31.95,0.62,3.05,2.45,-11.84,-4.7,0,34.25,2.5,62.58,1.69,3.217175156,270.53,270.44
2023,4,11,19,0,0,0,0,0,0,0,0,-0.48,-5.33,-2.9,0,69.62,4.09,62.6,1.5,2.855480908,206.97,205.67
2023,5,4,4,0,0,0,0,0,0,0,0,-2.38,-2.65,-2.52,0.1,100,5.25,62.29,1.36,2.588969357,187.9,182
