YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WD2M,WS10M,WD10M
2022,4,4,11,2.74,3.57,4.45,331.98,421.23,46.86,1.62,8.38,16.76,3.47,10.12,7.02,42.94,0,73.21,4.24,221.64,5.47,221.59
2022,4,4,12,2.41,3.39,4.53,289.15,391.9,39.01,1.33,6.9,17,4.03,10.51,7.2,43.62,0.01,73.18,4.57,219.32,5.91,219.26
2022,4,4,13,2.24,3.17,4.32,266.95,365.88,35.39,1.16,5.88,16.89,4.61,10.75,7.45,45.38,0.01,73.15,4.64,217.95,5.99,217.96
2022,4,4,14,1.9,2.73,3.83,225.08,315.17,29.45,0.86,4.48,16.4,4.98,10.69,7.63,47.69,0.06,73.12,4.51,219.65,5.84,219.57
2022,4,4,15,1.39,2.07,3.1,163.45,238.25,20.91,0.49,2.48,15.66,4.94,10.3,7.57,49.75,0.12,73.12,4.22,221.18,5.5,221.14
2022,4,4,16,1,1.33,2.17,112.17,150.98,13.52,0.21,1.05,14.58,4.57,9.58,7.39,52,0.14,73.15,3.66,222.58,4.82,222.5
2022,4,4,17,0.34,0.52,1.11,37.73,56.9,4.72,0.03,0.15,12.67,5.87,9.27,8.18,65.44,0.17,73.19,2.24,222.03,3.15,221.68
2022,4,4,18,0.03,0.03,0.13,2.67,3.7,0.37,0,0,9.91,5.79,7.85,8.18,78.25,0.19,73.25,1.04,221.35,1.89,220.65
2022,4,4,19,0,0,0,0,0,0,0,0,9.5,4.42,6.96,7.32,72.38,0.12,73.32,0.75,233.49,1.29,233.62
2022,4,4,20,0,0,0,0,0,0,0,0,9.38,3.55,6.47,6.84,68.38,0.07,73.38,0.56,273.22,0.87,273.09
2022,4,4,21,0,0,0,0,0,0,0,0,8.45,3.34,5.9,6.77,72,0.03,73.41,0.7,323.64,1.13,322.58
2022,4,4,22,0,0,0,0,0,0,0,0,7.55,3.18,5.37,6.71,75.75,0.02,73.41,0.89,338.85,1.51,338.09
2022,4,4,23,0,0,0,0,0,0,0,0,6.85,2.88,4.87,6.59,78,0.01,73.4,0.97,342.59,1.7,342.32
2022,4,5,0,0,0,0,0,0,0,0,0,6.45,2.38,4.42,6.41,77.69,0,73.38,1,343.13,1.77,342.84
2022,4,5,1,0,0,0,0,0,0,0,0,6.23,1.83,4.03,6.16,76.19,0,73.35,1.02,345.75,1.81,345.78
2022,4,5,2,0,0,0,0,0,0,0,0,6.04,1.32,3.68,5.98,74.56,0,73.32,1.04,348.77,1.86,348.36
2022,4,5,3,0,0,0,0,0,0,0,0,5.92,0.8,3.36,5.74,72.56,0,73.31,1.06,350.26,1.86,349.35
2022,4,5,4,0,0,0,0,0,0,0,0,5.84,0.31,3.08,5.55,70.44,0,73.34,1.07,349.92,1.86,348.36
2022,4,5,5,0,0,0,0,0,0,0,0,5.8,-0.13,2.83,5.37,68.31,0,73.38,1.07,348.61,1.85,346.55
2022,4,5,6,0.17,0.2,0.49,17.77,21.75,2.25,0.01,0.02,6.7,0.71,3.7,5.68,68.38,0,73.44,1.03,345.43,1.77,344.92
2022,4,5,7,0.84,1,1.59,96.15,115.8,11.84,0.11,0.55,10.19,2.12,6.16,6.53,61.88,0,73.49,1.24,313.22,1.74,316.82
2022,4,5,8,1.62,1.88,2.6,191.05,221.55,24.82,0.46,2.25,13.19,0.03,6.62,5.43,42.25,0,73.53,2.09,251.9,2.71,252.04
2022,4,5,9,2.28,2.65,3.45,273.95,314.2,36.92,0.94,4.75,15.19,-0.58,7.3,5.13,35.06,0,73.54,3.26,235.93,4.23,235.99
2022,4,5,10,2.77,3.23,4.09,335.08,383.52,46.27,1.4,7.12,16.69,-0.24,8.23,5.25,32.5,0,73.53,4.15,229.66,5.38,229.6
2022,4,5,11,3.02,3.57,4.46,366.98,423.42,51.25,1.69,8.67,17.51,0.24,8.87,5.43,31.81,0,73.51,4.8,225.86,6.25,225.81
2022,4,5,12,2.55,3.45,4.54,302.38,398.85,41.02,1.35,6.98,17.7,0.94,9.32,5.68,32.94,0,73.47,5.09,224.38,6.65,224.38
2022,4,5,13,2.56,3.23,4.33,301.98,372.52,40.34,1.27,6.48,17.51,1.58,9.55,5.92,34.88,0.02,73.43,5.09,223.94,6.65,223.95
2022,4,5,14,2.15,2.79,3.84,253.98,320.65,33.37,0.93,4.77,17.05,2.05,9.55,6.16,37.12,0.24,73.38,4.88,224.09,6.39,224.06
2022,4,5,15,1.57,2.13,3.11,182.6,244.1,23.58,0.53,2.65,16.18,2.26,9.22,6.23,39.81,0.4,73.34,4.46,224.5,5.86,224.46
2022,4,5,16,1.13,1.38,2.18,127.85,155.65,15.59,0.23,1.12,14.8,2.37,8.58,6.29,43.88,0.38,73.33,3.69,225.51,4.91,225.52
2022,4,5,17,0.41,0.54,1.11,44.52,58.98,5.55,0.03,0.15,12.57,4.15,8.36,7.32,58.88,0.33,73.34,2.14,225.3,3.07,225.1
2022,4,5,18,0.04,0.04,0.14,2.9,3.85,0.4,0,0,9.58,4.5,7.05,7.51,73.94,0.31,73.37,0.93,231.12,1.69,230.8
2022,4,5,19,0,0,0,0,0,0,0,0,8.84,3.03,5.94,6.65,69.12,0.18,73.41,0.68,275.25,1.11,275.27
2022,4,5,20,0,0,0,0,0,0,0,0,8.13,2.57,5.35,6.47,70.31,0.05,73.46,0.84,329.86,1.35,329.89
2022,4,5,21,0,0,0,0,0,0,0,0,7.69,2.14,4.92,6.29,70.56,0.01,73.47,1,346.4,1.64,346.49
2022,4,5,22,0,0,0,0,0,0,0,0,7.6,1.54,4.57,6.04,68.31,0,73.45,1.02,344.48,1.68,344.86
2022,4,5,23,0,0,0,0,0,0,0,0,7.55,0.93,4.24,5.8,65.75,0,73.42,1.02,339.9,1.66,340.2
2022,4,6,0,0,0,0,0,0,0,0,0,7.59,0.42,4.01,5.62,63.06,0,73.39,0.99,337.28,1.58,337.36
2022,4,6,1,0,0,0,0,0,0,0,0,7.65,-0.01,3.82,5.43,60.69,0,73.36,0.94,336.61,1.48,336.28
2022,4,6,2,0,0,0,0,0,0,0,0,7.58,-0.34,3.62,5.25,59.25,0,73.33,0.88,337.54,1.35,337.15
2022,4,6,3,0,0,0,0,0,0,0,0,7.34,-0.59,3.38,5.13,58.88,0,73.31,0.84,337.5,1.29,337.62
2022,4,6,4,0,0,0,0,0,0,0,0,7.31,-0.88,3.22,5,57.5,0,73.33,0.87,338.96,1.33,338.57
2022,4,6,5,0,0,0,0,0,0,0,0,7.04,-1.1,2.97,4.88,57.5,0,73.36,0.85,338.89,1.3,338.84
2022,4,6,6,0.18,0.19,0.5,20.27,21.58,2.59,0.01,0.02,7.83,-0.01,3.91,5.31,58.94,0,73.41,0.78,340.66,1.22,339.83
2022,4,6,7,0.8,0.97,1.61,92.33,112.23,11.66,0.12,0.6,11.01,1.38,6.19,6.04,53.88,0,73.47,0.74,293.04,0.96,296.98
2022,4,6,8,1.43,1.84,2.62,168.85,216.88,22.12,0.43,2.1,13.73,-0.27,6.73,5.19,39,0,73.53,1.75,226.09,2.21,226.15
2022,4,6,9,2.09,2.61,3.47,251.7,309.15,34,0.9,4.65,15.41,-0.13,7.64,5.25,35.31,0,73.56,2.67,214.02,3.4,214.13
2022,4,6,10,2.61,3.19,4.1,315.6,378.2,43.45,1.35,6.9,16.8,0.7,8.75,5.62,34.5,0,73.55,3.39,210.76,4.36,210.84
2022,4,6,11,2.49,3.43,4.47,301.27,403.45,41.38,1.41,7.05,17.58,1.53,9.55,5.98,34.88,0,73.51,4.09,209.65,5.29,209.67
2022,4,6,12,2.17,3.12,4.55,253.48,351.23,30.95,1.02,5.12,17.75,2.39,10.07,6.35,36.69,0,73.47,4.52,210.56,5.86,210.64
2022,4,6,13,1.96,3.02,4.34,231.98,345.15,29.61,0.95,4.75,17.55,3.21,10.38,6.71,39.25,0.01,73.42,4.59,213.04,5.95,213.04
2022,4,6,14,1.52,2.58,3.85,180.45,294.2,23.41,0.66,3.42,17.08,3.79,10.44,6.96,42.06,0.11,73.38,4.41,216.06,5.71,216.1
2022,4,6,15,1.24,2.02,3.11,142.67,227.05,17.37,0.4,2.02,16.28,4.1,10.19,7.14,45.19,0.22,73.35,3.99,216.8,5.19,216.73
2022,4,6,16,0.71,1.24,2.18,80.23,137.48,9.66,0.15,0.73,14.94,4.26,9.6,7.2,49.88,0.23,73.34,3.36,217.24,4.4,217.13
2022,4,6,17,0.27,0.48,1.12,29.6,51.25,3.73,0.02,0.1,12.87,5.55,9.21,8.06,63.56,0.22,73.36,2.09,217.56,2.94,216.69
2022,4,6,18,0.03,0.03,0.14,2.42,3.55,0.33,0,0,10.25,5.87,8.06,8.3,77.75,0.17,73.39,0.89,216.77,1.54,216.75
2022,4,6,19,0,0,0,0,0,0,0,0,9.7,4.64,7.17,7.51,73.12,0.1,73.44,0.46,238.2,0.79,242.43
2022,4,6,20,0,0,0,0,0,0,0,0,9.08,4.22,6.65,7.32,74.56,0.05,73.49,0.46,321.19,0.76,316.66
2022,4,6,21,0,0,0,0,0,0,0,0,8.07,3.83,5.95,7.14,77.94,0.03,73.52,0.8,340.68,1.31,339.4
2022,4,6,22,0,0,0,0,0,0,0,0,7.65,3.25,5.45,6.9,77.31,0.01,73.51,0.92,341.72,1.53,341.57
2022,4,6,23,0,0,0,0,0,0,0,0,7.56,2.62,5.09,6.59,74.5,0.01,73.48,0.93,341.41,1.54,341.38
2022,4,7,0,0,0,0,0,0,0,0,0,7.58,2.04,4.81,6.29,71.25,0.01,73.45,0.9,340.78,1.46,340.02
2022,4,7,1,0,0,0,0,0,0,0,0,7.59,1.55,4.57,6.1,68.5,0.01,73.41,0.85,338.89,1.36,337.71
2022,4,7,2,0,0,0,0,0,0,0,0,7.52,1.11,4.32,5.86,66.5,0,73.38,0.81,339.64,1.28,338.13
2022,4,7,3,0,0,0,0,0,0,0,0,7.13,0.77,3.95,5.74,66.56,0,73.37,0.71,341.97,1.12,341.31
2022,4,7,4,0,0,0,0,0,0,0,0,6.88,0.49,3.69,5.62,66.19,0,73.39,0.66,347.76,1.04,346.59
2022,4,7,5,0,0,0,0,0,0,0,0,6.69,0.27,3.48,5.49,65.81,0,73.42,0.66,351.87,1.04,350.47
2022,4,7,6,0.19,0.21,0.52,21.4,23.5,2.76,0.01,0.05,7.26,1.2,4.23,5.86,67.75,0,73.47,0.66,347.76,1.06,347.61
2022,4,7,7,0.78,1.01,1.63,91.4,117.52,11.61,0.12,0.6,10.09,3,6.55,6.9,65.5,0,73.51,0.54,291.04,0.68,295.69
2022,4,7,8,1.43,1.89,2.64,168.95,222.92,22.38,0.43,2.15,12.5,2.65,7.58,6.77,54.88,0.02,73.54,1.58,219.99,1.99,220.06
2022,4,7,9,2.01,2.66,3.48,242.77,315.1,33.32,0.88,4.58,14.33,2.56,8.44,6.71,48.44,0.01,73.54,2.65,209.89,3.37,210.07
2022,4,7,10,2.46,3.23,4.11,299.5,383.95,41.73,1.31,6.65,15.73,3.22,9.48,7.02,46.25,0.01,73.54,3.51,206.68,4.5,206.74
2022,4,7,11,2.73,3.56,4.48,332.3,423.35,46.75,1.59,8.1,16.44,4.11,10.27,7.45,46.75,0.03,73.51,4.27,207.69,5.49,207.73
2022,4,7,12,2.44,3.42,4.56,296.27,399.2,39.05,1.34,6.67,16.48,5.09,10.78,7.87,49.44,0.06,73.47,4.66,210.17,6,210.23
2022,4,7,13,1.63,2.99,4.35,196.9,341.67,25.89,0.82,4.1,16.07,5.83,10.95,8.24,52.81,0.16,73.42,4.59,214.61,5.9,214.59
2022,4,7,14,1.48,2.6,3.86,177.12,295.45,22.26,0.63,3.3,15.55,6.18,10.87,8.36,55.56,0.3,73.36,4.39,218.64,5.65,218.66
2022,4,7,15,1.09,2.01,3.12,128.65,228.4,16.22,0.38,1.9,14.97,6.28,10.62,8.42,58,0.33,73.32,4.08,221.35,5.27,221.39
2022,4,7,16,0.62,1.24,2.19,72.27,137.75,9.03,0.14,0.67,13.94,6.33,10.13,8.48,62.25,0.32,73.3,3.55,224.2,4.65,224.05
2022,4,7,17,0.28,0.48,1.13,30.2,52.08,3.83,0.02,0.12,12.37,6.96,9.66,8.91,72.88,0.33,73.3,2.43,227.22,3.33,226.61
2022,4,7,18,0.04,0.04,0.15,2.7,3.77,0.37,0,0,9.64,7.35,8.49,9.22,90.38,0.34,73.32,1.02,228.4,1.9,227.17
2022,4,7,19,0,0,0,0,0,0,0,0,8.9,6.56,7.73,8.73,89.5,0.24,73.35,0.77,238.24,1.42,239.63
2022,4,7,20,0,0,0,0,0,0,0,0,8.58,5.98,7.28,8.36,87.94,0.15,73.4,0.71,265.55,1.2,266.63
2022,4,7,21,0,0,0,0,0,0,0,0,7.99,5.45,6.73,8.06,88.5,0.11,73.42,0.77,293.96,1.28,294.21
2022,4,7,22,0,0,0,0,0,0,0,0,7.34,4.78,6.06,7.75,88.75,0.09,73.41,0.87,315.73,1.45,315
2022,4,7,23,0,0,0,0,0,0,0,0,6.94,4.01,5.48,7.39,86.75,0.08,73.38,0.93,323.51,1.55,323.19
2022,4,8,0,0,0,0,0,0,0,0,0,6.8,3.26,5.03,7.02,83.12,0.08,73.34,0.94,323.13,1.56,322.73
2022,4,8,1,0,0,0,0,0,0,0,0,6.69,2.58,4.63,6.65,79.69,0.09,73.3,0.93,322.17,1.53,321.61
2022,4,8,2,0,0,0,0,0,0,0,0,6.55,2.02,4.29,6.35,77,0.08,73.27,0.94,321.41,1.55,320.53
2022,4,8,3,0,0,0,0,0,0,0,0,6.44,1.51,3.98,6.1,74.5,0.04,73.24,0.92,323.33,1.51,322.13
