YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS2M,WD2M,WS10M,WD10M
2022,4,7,2,0,0,0,0,0,0,0,0,7.93,-1.23,3.35,4.82,52.69,0.03,72.71,0.89,354.99,1.38,354.48
2022,4,7,3,0,0,0,0,0,0,0,0,7.53,-1.48,3.02,4.76,53.12,0.03,72.69,0.87,355.88,1.33,356.63
2022,4,7,4,0,0,0,0,0,0,0,0,7.08,-1.76,2.66,4.64,53.69,0,72.69,0.86,4.16,1.35,3.99
2022,4,7,5,0,0,0,0,0,0,0,0,6.58,-2.03,2.28,4.52,54.38,0,72.72,0.91,10.35,1.45,10.28
2022,4,7,6,0.17,0.2,0.46,17.48,20.52,2.41,0.01,0.02,6.99,-1.77,2.62,4.64,54.12,0,72.76,0.96,15.05,1.54,15.31
2022,4,7,7,1.05,1.04,1.55,114.9,115.92,14.33,0.13,0.67,10.26,-0.17,5.05,5.31,49.81,0,72.81,0.78,356.57,1.1,359.59
2022,4,7,8,1.97,1.97,2.56,223.85,225.48,30.75,0.58,2.88,13.13,-3.23,4.95,4.21,32.56,0,72.84,1.32,254.15,1.61,254.48
2022,4,7,9,2.74,2.78,3.41,318.25,320.58,45.75,1.21,6.08,15.23,-3.63,5.8,4.03,27.38,0,72.85,2.56,239.52,3.17,239.52
2022,4,7,10,3.22,3.38,4.05,378.23,391.83,55.79,1.8,9.3,16.79,-2.98,6.9,4.27,26.06,0,72.84,3.59,231.98,4.51,231.96
2022,4,7,11,3.28,3.73,4.43,392.55,433.42,59.02,2.09,10.83,17.62,-2.02,7.8,4.58,26.5,0,72.82,4.56,227.36,5.77,227.36
2022,4,7,12,2.77,3.56,4.53,333.95,407.12,47.42,1.65,8.5,17.77,-0.84,8.47,5,28.62,0,72.79,5.01,225.63,6.36,225.65
2022,4,7,13,2.06,3.2,4.34,240.52,358.8,33.2,1.09,5.55,17.49,0.27,8.88,5.43,31.56,0.05,72.74,4.91,225.39,6.22,225.46
2022,4,7,14,1.8,2.81,3.87,214.52,315.52,30.26,0.91,4.8,16.9,1.1,9.01,5.74,34.75,0.16,72.69,4.59,225.76,5.81,225.93
2022,4,7,15,1.25,2.14,3.16,145.5,236.62,19.98,0.49,2.5,16.06,1.55,8.8,5.92,37.88,0.21,72.65,4.1,226.24,5.18,226.41
2022,4,7,16,0.83,1.34,2.25,91.8,145.2,11.99,0.2,0.98,14.89,1.81,8.35,6.04,41.62,0.22,72.64,3.51,226.08,4.45,226.14
2022,4,7,17,0.44,0.57,1.21,46.83,60.75,6.18,0.04,0.2,13.14,2.37,7.76,6.35,48.81,0.19,72.64,2.6,225.36,3.4,225.56
2022,4,7,18,0.06,0.05,0.19,4.8,5.45,0.69,0,0.02,10.56,3.6,7.08,6.96,63.69,0.1,72.67,1.22,218.77,1.82,219.96
2022,4,7,19,0,0,0,0,0,0,0,0,10.05,2.95,6.51,6.65,62.62,0.06,72.7,0.55,228.43,0.75,227.97
2022,4,7,20,0,0,0,0,0,0,0,0,9.36,2.87,6.11,6.59,65.38,0.02,72.74,0.2,353.42,0.33,358.64
2022,4,7,21,0,0,0,0,0,0,0,0,8.57,2.64,5.61,6.47,67.81,0.01,72.75,0.54,13.43,0.86,14.66
2022,4,7,22,0,0,0,0,0,0,0,0,8.01,2.17,5.08,6.29,68.19,0,72.73,0.74,13.45,1.19,14.4
2022,4,7,23,0,0,0,0,0,0,0,0,7.55,1.69,4.62,6.04,67.94,0,72.7,0.8,13.5,1.32,14.04
2022,4,8,0,0,0,0,0,0,0,0,0,7.27,1.23,4.25,5.86,66.81,0,72.66,0.8,12.41,1.31,13.46
2022,4,8,1,0,0,0,0,0,0,0,0,7.05,0.77,3.91,5.68,65.62,0,72.62,0.78,11.53,1.27,12.07
2022,4,8,2,0,0,0,0,0,0,0,0,6.85,0.43,3.64,5.55,64.81,0,72.58,0.8,7.89,1.28,8.43
2022,4,8,3,0,0,0,0,0,0,0,0,6.6,0.07,3.33,5.37,64.19,0,72.56,0.83,10.89,1.31,11.38
2022,4,8,4,0,0,0,0,0,0,0,0,6.18,-0.27,2.95,5.25,64.38,0,72.55,0.91,14.39,1.46,15.23
